2.525744153738141335e+02,3.561095386756330528e-01,-3.379439567613862661e+00,-4.156816591843242037e+01,1.090410626828502982e+00,-6.463135473204945747e+00,2.618998619297882158e+01,7.034760148999211760e-01,-3.085120868840986574e+01,-2.039055194515222169e+01,-2.681173644810907475e-01,2.026617140060341526e+01,-6.047225261176201627e+00,2.763799791465393341e-01,-1.184251114104837832e+01,-1.215578864093929745e+01,-1.268938689173929157e+00,-2.746242121474476328e+00,-1.682327151783504959e+01,9.432130702169146952e-01,9.472428608718457710e+00,-1.068199887606707676e+01,1.054871026956881730e+00,5.813874066046088807e+00,-6.371409670449030926e+01,-2.332180319557752013e-01,-4.774903619035135272e+00,3.779219740457286786e-02,-2.169446071509894214e+00,-4.202739477386399636e-01,2.536606208761681636e+00,-6.074813229904761913e-01,-6.955498545596677573e+00
3.561095386756330528e-01,3.940256012257987994e-02,-1.378316201850520728e-01,6.561525508412621166e-01,-1.983860972147009211e-03,1.271933943081730023e-01,9.296243214397596766e-02,-4.960075593735138733e-03,5.250640777269688364e-02,4.321904856639294246e-02,-2.446879841255199944e-03,1.595894602111182781e-01,3.678596508080717586e-01,-1.710253160781350593e-03,-3.898444151154218940e-01,-7.923498748316797069e-02,3.713508542254659490e-03,-6.058158515180570025e-02,-5.670748837491881300e-01,2.780321811902977235e-03,2.842581701443737674e-01,2.102456607075909312e-01,5.549615908269567126e-03,-3.140298263983226645e-01,-1.630741862436857759e-01,-3.096646502950144847e-03,-1.185977208987120668e-01,3.838329436967408137e-03,-3.543373093804603330e-02,-6.816743003152439355e-03,3.611144179120127640e-01,-1.423347821585940276e-03,1.248770847570263281e-03
-3.379439567613861772e+00,-1.378316201850520728e-01,3.161532117795489683e+01,-1.048335788087743836e+01,1.540376235771470301e-02,-1.515314868314307795e+01,9.813081210196153981e-01,8.729112444721696951e-02,8.643140640595513347e+00,6.666819390804262113e+00,3.179759796499013746e-01,2.288019551411921704e+00,-2.736300761944146132e+01,-1.073930936077015091e-01,1.534221774283239581e+00,-2.334194995808838868e+01,2.461059875362995447e-02,-7.527795098381082184e+00,-1.545434456697371672e+01,-4.856352348859196977e-01,-2.767498029767235579e+00,2.750718292338396509e+01,4.853424004744012477e-01,4.583603889880068394e+00,1.149382740768633759e+01,4.876036586194590350e-01,-5.491699967534466431e+00,-1.469977964572787565e-01,-1.984526487701603892e-01,-5.987837681843980603e-02,-1.972603681899935069e+01,-1.225847877111641837e-01,3.314933064468748025e+00
-4.156816591843242037e+01,6.561525508412622276e-01,-1.048335788087743836e+01,2.581355194057607605e+02,2.654121523131620919e-02,-6.755858544641681895e+00,-9.209619782255545317e+01,7.813358673895767215e-01,9.872029065359468447e+00,-4.558462163735998729e+01,1.064482336699315024e+00,-1.516585492082125164e+01,-6.103054953721591858e+01,-9.405491188276055015e-01,-1.206287447437145310e+01,1.375644193372862958e+02,1.371549329801333428e-01,-1.492766582003241460e+01,-4.701955871423238875e+01,3.964304186434982613e-01,6.957197330188042983e-01,-4.806983818307697831e+00,-1.499976265919498453e-01,8.369093280389364509e+00,7.548782260060981741e+01,5.582671596211106202e-01,8.145712971966672100e+00,-2.349154492149065770e-02,-3.437040918373666543e+00,-6.792971667486406018e-01,-6.304700135406164918e+00,1.387730016375780251e-01,2.614081878638936818e+00
1.090410626828502982e+00,-1.983860972147009211e-03,1.540376235771470474e-02,2.654121523131616062e-02,4.268975929850772622e-02,-7.251102147263203956e-02,-1.250968194605089345e-01,6.483754278185710138e-03,-2.779266355713872483e-01,-3.801000770290730579e-01,-2.270789399487406750e-03,3.214393614000464749e-01,-3.014750427098411567e-01,-3.665763912822580812e-03,1.441895664767357116e-02,-1.141369513754538767e-01,-4.163537479259613039e-03,2.238080152637166031e-01,-8.869927432950190649e-02,3.464573161922114477e-03,-1.152146574421457903e-01,-1.921625513351207515e-01,4.570094481737334291e-03,-9.795701461619765738e-02,-2.747401982780820484e-01,-3.476496975069604846e-03,1.826748328650879341e-02,9.020296534058306823e-03,-3.916729549980887959e-02,-1.078496974587746238e-02,-5.534277027619802268e-04,-1.529358968555574695e-03,-2.084642122651495788e-01
-6.463135473204945747e+00,1.271933943081730300e-01,-1.515314868314308150e+01,-6.755858544641681007e+00,-7.251102147263203956e-02,2.672959903797636372e+01,-1.505733210102150110e+01,-4.570408337083461253e-02,-1.180472544807208379e+01,9.907164200126892695e+00,1.314924453531934601e-01,5.741000087610214742e+00,2.623161264462515874e+01,1.870306017628946826e-01,1.084587188425527060e+01,8.484525682518782475e+00,-7.132905550856206978e-02,1.938686186525835575e+00,2.498111948602874666e+00,1.953948651458467245e-01,3.288726797167716764e+00,-2.172289037418729407e+01,-3.428111448748497603e-01,-6.261848594620492925e+00,-5.522843987484511885e+00,-4.807708159915092261e-01,-2.976735124508085861e-01,4.784070798025564369e-02,1.899338247135969049e-01,1.455702621768190964e-02,2.905494180287217176e+01,3.790026940455486909e-02,-4.951977174175715923e+00
2.618998619297882158e+01,9.296243214397596766e-02,9.813081210196156201e-01,-9.209619782255545317e+01,-1.250968194605089623e-01,-1.505733210102150110e+01,2.907382325861577783e+02,-3.585629133296094895e-01,4.040487293658625134e+00,-7.091121724091451028e+01,-2.275129254558572622e+00,1.247009084240332477e+01,2.465560461755767463e+01,3.843157790040317989e-01,-1.239164790969247143e+01,-8.605386525248826501e+01,-1.109965234054408195e-01,8.640838844935255780e-01,9.289771732362967782e+01,-2.720334970595913449e-01,7.341215462896886201e+00,6.666095707482112687e+01,7.796668918530351711e-01,-2.777937325648292699e+01,-5.158418134113080100e+01,2.621846492178108723e-01,-3.895227854431417391e+00,8.262671795821172060e-02,2.660892284278867592e+00,9.181697702010156725e-02,-7.651335323107664621e+00,-4.673576749596962676e-01,-2.988566768868257029e+01
7.034760148999211760e-01,-4.960075593735138733e-03,8.729112444721696951e-02,7.813358673895767215e-01,6.483754278185708403e-03,-4.570408337083462641e-02,-3.585629133296094895e-01,5.868180478717706372e-02,6.106404823940572019e-02,-4.023128845717354740e-01,-3.452569201915514641e-03,1.333559685298769948e-01,-1.838087579732028687e-01,-5.833965382331272528e-03,2.362088799843082287e-01,7.903558762201343679e-01,-9.396611494098541188e-04,-8.216197761086577178e-02,-3.014197713141111290e-01,1.186373754785352216e-02,-2.619477104580301696e-01,-2.159448678575117686e-01,6.636289361983053851e-03,1.083701132015854052e-01,4.631264370924901286e-01,2.318105294353224512e-03,-1.034490949841792608e-02,-2.952957546470880244e-03,-5.671018694358290202e-02,-9.218147717122341864e-03,4.535990095005074108e-01,-2.155969958685203039e-03,1.119561845610314993e-01
-3.085120868840986574e+01,5.250640777269688364e-02,8.643140640595513347e+00,9.872029065359468447e+00,-2.779266355713872483e-01,-1.180472544807208379e+01,4.040487293658625134e+00,6.106404823940571325e-02,3.575456833440137672e+01,1.445866009098898175e+01,-2.957733463113241812e-01,-9.891228256608656011e+00,1.358791661764445280e+01,-1.654756160745252391e-01,-8.667515344927679166e+00,-2.062455980902650410e+01,6.750574647838987197e-01,1.007571557225252334e+01,7.476670178858960014e+00,3.163933742710237640e-01,-6.099952076006270651e+00,-1.422804053504659727e+01,1.488132913959598624e-02,2.982680716663542952e+00,3.111520661123712372e+01,2.076438026370996393e-01,7.497367162106119975e-01,1.084206517443984802e-01,-7.868165038362261443e-01,-1.091703677649403376e-01,-1.990406716764577766e+01,4.268803231038875157e-01,8.496070445689699824e+00
-2.039055194515222169e+01,4.321904856639290776e-02,6.666819390804263890e+00,-4.558462163735998018e+01,-3.801000770290730579e-01,9.907164200126892695e+00,-7.091121724091451028e+01,-4.023128845717354185e-01,1.445866009098897997e+01,1.636328838274367001e+02,6.029817921688543914e-01,-1.369647190618806754e+01,-1.953442162493505307e+01,1.373572826448302975e-01,4.072505686810945491e+00,-7.654616497136943032e+00,3.806929494396391611e-01,2.796234642140235493e+01,-4.889516216379554692e+00,8.414050999745290027e-02,9.589604066147607853e+00,-7.766710318045436168e+01,-7.200010084730582571e-01,1.701180149331469593e+01,4.057474452639878848e+01,7.297096378666938221e-02,1.199421429753208024e+01,-5.868552746826171118e-01,2.223182662189400194e-01,7.651123790389074975e-02,3.637109051054057574e+01,7.918972956197879720e-02,4.094627017749341014e-01
